STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 347; UNIT roverlyDope; POSITION [16,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 348; UNIT Opportunity; POSITION [6,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 348; UNIT roverlyDope; POSITION [15,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 349; UNIT Opportunity; POSITION [5,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 349; UNIT roverlyDope; POSITION [15,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 350; UNIT Opportunity; POSITION [4,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 350; UNIT roverlyDope; POSITION [16,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 351; UNIT Opportunity; POSITION [5,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 351; UNIT roverlyDope; POSITION [17,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 352; UNIT Opportunity; POSITION [5,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 352; UNIT roverlyDope; POSITION [17,32]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 353; UNIT Opportunity; POSITION [5,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 353; UNIT roverlyDope; POSITION [16,31]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 354; UNIT Opportunity; POSITION [4,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 354; UNIT roverlyDope; POSITION [17,31]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 355; UNIT Opportunity; POSITION [3,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 355; UNIT roverlyDope; POSITION [17,32]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 356; UNIT Opportunity; POSITION [4,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 356; UNIT roverlyDope; POSITION [18,32]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 357; UNIT Opportunity; POSITION [5,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 357; UNIT roverlyDope; POSITION [19,32]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 358; UNIT Opportunity; POSITION [4,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 358; UNIT roverlyDope; POSITION [20,31]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 359; UNIT Opportunity; POSITION [3,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 359; UNIT roverlyDope; POSITION [21,30]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 360; UNIT Opportunity; POSITION [4,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 360; UNIT roverlyDope; POSITION [22,31]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 361; UNIT Opportunity; POSITION [4,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 361; UNIT roverlyDope; POSITION [23,30]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 362; UNIT Opportunity; POSITION [3,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 362; UNIT roverlyDope; POSITION [23,30]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 363; UNIT Opportunity; POSITION [3,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 363; UNIT roverlyDope; POSITION [23,29]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 364; UNIT Opportunity; POSITION [3,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 364; UNIT roverlyDope; POSITION [22,30]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 365; UNIT Opportunity; POSITION [3,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 365; UNIT roverlyDope; POSITION [22,29]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 366; UNIT Opportunity; POSITION [3,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 366; UNIT roverlyDope; POSITION [23,30]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 367; UNIT Opportunity; POSITION [3,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 367; UNIT roverlyDope; POSITION [23,31]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 368; UNIT Opportunity; POSITION [3,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 368; UNIT roverlyDope; POSITION [22,32]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 369; UNIT Opportunity; POSITION [3,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 369; UNIT roverlyDope; POSITION [22,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 370; UNIT Opportunity; POSITION [4,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 370; UNIT roverlyDope; POSITION [21,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 371; UNIT Opportunity; POSITION [4,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 371; UNIT roverlyDope; POSITION [20,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 372; UNIT Opportunity; POSITION [4,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 372; UNIT roverlyDope; POSITION [21,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 373; UNIT Opportunity; POSITION [3,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 373; UNIT roverlyDope; POSITION [21,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 374; UNIT Opportunity; POSITION [4,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 374; UNIT roverlyDope; POSITION [22,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 375; UNIT Opportunity; POSITION [3,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 375; UNIT roverlyDope; POSITION [21,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 376; UNIT Opportunity; POSITION [4,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 376; UNIT roverlyDope; POSITION [22,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 377; UNIT Opportunity; POSITION [4,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 377; UNIT roverlyDope; POSITION [22,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 378; UNIT Opportunity; POSITION [5,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 378; UNIT roverlyDope; POSITION [23,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 379; UNIT Opportunity; POSITION [4,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 379; UNIT roverlyDope; POSITION [22,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 380; UNIT Opportunity; POSITION [4,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 380; UNIT roverlyDope; POSITION [21,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 381; UNIT Opportunity; POSITION [5,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 381; UNIT roverlyDope; POSITION [20,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 382; UNIT Opportunity; POSITION [4,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 382; UNIT roverlyDope; POSITION [21,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 383; UNIT Opportunity; POSITION [5,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 383; UNIT roverlyDope; POSITION [22,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 384; UNIT Opportunity; POSITION [4,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 384; UNIT roverlyDope; POSITION [21,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 385; UNIT Opportunity; POSITION [5,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 385; UNIT roverlyDope; POSITION [22,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 386; UNIT Opportunity; POSITION [5,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 386; UNIT roverlyDope; POSITION [22,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 387; UNIT Opportunity; POSITION [5,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 387; UNIT roverlyDope; POSITION [23,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 388; UNIT Opportunity; POSITION [4,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 388; UNIT roverlyDope; POSITION [23,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 389; UNIT Opportunity; POSITION [5,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 389; UNIT roverlyDope; POSITION [22,33]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 390; UNIT Opportunity; POSITION [4,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 390; UNIT roverlyDope; POSITION [21,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 391; UNIT Opportunity; POSITION [5,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 391; UNIT roverlyDope; POSITION [22,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 392; UNIT Opportunity; POSITION [6,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 392; UNIT roverlyDope; POSITION [21,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 393; UNIT Opportunity; POSITION [7,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 393; UNIT roverlyDope; POSITION [22,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 394; UNIT Opportunity; POSITION [6,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 394; UNIT roverlyDope; POSITION [22,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 395; UNIT Opportunity; POSITION [6,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 395; UNIT roverlyDope; POSITION [23,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 396; UNIT Opportunity; POSITION [6,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 396; UNIT roverlyDope; POSITION [23,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 397; UNIT Opportunity; POSITION [5,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 397; UNIT roverlyDope; POSITION [23,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 398; UNIT Opportunity; POSITION [4,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 398; UNIT roverlyDope; POSITION [24,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 399; UNIT Opportunity; POSITION [3,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 399; UNIT roverlyDope; POSITION [23,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 400; UNIT Opportunity; POSITION [4,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 400; UNIT roverlyDope; POSITION [24,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 401; UNIT Opportunity; POSITION [3,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 401; UNIT roverlyDope; POSITION [23,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 402; UNIT Opportunity; POSITION [4,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 402; UNIT roverlyDope; POSITION [24,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 403; UNIT Opportunity; POSITION [5,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 403; UNIT roverlyDope; POSITION [25,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 404; UNIT Opportunity; POSITION [4,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 404; UNIT roverlyDope; POSITION [25,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 405; UNIT Opportunity; POSITION [3,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 405; UNIT roverlyDope; POSITION [24,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 406; UNIT Opportunity; POSITION [4,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 406; UNIT roverlyDope; POSITION [24,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 407; UNIT Opportunity; POSITION [4,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 407; UNIT roverlyDope; POSITION [23,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 408; UNIT Opportunity; POSITION [3,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 408; UNIT roverlyDope; POSITION [22,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 409; UNIT Opportunity; POSITION [4,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 409; UNIT roverlyDope; POSITION [23,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 410; UNIT Opportunity; POSITION [3,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 410; UNIT roverlyDope; POSITION [22,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 411; UNIT Opportunity; POSITION [4,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 411; UNIT roverlyDope; POSITION [23,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 412; UNIT Opportunity; POSITION [3,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 412; UNIT roverlyDope; POSITION [24,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 413; UNIT Opportunity; POSITION [3,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 413; UNIT roverlyDope; POSITION [23,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 414; UNIT Opportunity; POSITION [4,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 414; UNIT roverlyDope; POSITION [23,36]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 415; UNIT Opportunity; POSITION [4,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 415; UNIT roverlyDope; POSITION [24,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 416; UNIT Opportunity; POSITION [4,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 416; UNIT roverlyDope; POSITION [23,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 417; UNIT Opportunity; POSITION [5,24]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 417; UNIT roverlyDope; POSITION [24,34]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 418; UNIT Opportunity; POSITION [6,23]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 418; UNIT roverlyDope; POSITION [25,35]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 419; UNIT Opportunity; POSITION [7,22]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
